,ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,cellchat_pvals
1722,Igf1,Igf1,0.4161290322580645,0.06212217261918267,7.3557024,Insr,Insr,0.5053763440860215,0.1460351851150776,SMCs & Pericytes,ASPC,0.017820706243332016,0.0
10175,Timp2,Timp2,0.36693548387096775,0.05700409429006537,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,ASPC,SMCs & Pericytes,0.017784840759692853,0.0
1326,Col5a3,Col5a3,0.5038759689922481,0.1439328249543985,7.3557024,Itgb1,Itga1_Itgb1,0.4314516129032258,0.06281104798961185,Neuronal-like cells,ASPC,0.01776002165703682,0.0
3064,App,App,0.5607901479461113,0.183471787387108,7.3557024,Aplp2,Aplp2,0.2774436090225564,0.04926292159594441,Adipocytes,Adipocytes_2,0.017755747019186176,0.0
389,App,App,0.5607901479461113,0.183471787387108,7.3557024,Rpsa,Rpsa,0.2956989247311828,0.04921845028330693,Adipocytes,ASPC,0.017740002652706154,0.012
5760,App,App,0.5607901479461113,0.183471787387108,7.3557024,Notch2,Notch2,0.3138500635324015,0.049139624489158776,Adipocytes,Immune cells,0.01771209438392585,0.0
3102,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor2,Adipor2,0.38646616541353385,0.061938536130433076,Adipocytes,Adipocytes_2,0.017703945003893978,0.655
5819,Col4a1,Col4a1,0.6530291759649558,0.23203381253214533,7.3557024,Cd47,Cd47,0.25921219822109276,0.038784918179834524,Adipocytes,Immune cells,0.017680594936209253,0.0
3500,Vegfa,Vegfa,0.648854961832061,0.2165931377919368,7.3557024,Itgb1,Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.017654883381844146,1.0
6091,Col4a1,Col4a1,0.6978458049886621,0.23167420111958842,7.3557024,Cd47,Cd47,0.25921219822109276,0.038784918179834524,Endothelial cells,Immune cells,0.01765367688044442,0.0
443,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Notch2,Notch2,0.2647849462365591,0.0424344373836139,Adipocytes_2,ASPC,0.017644444877460686,0.0
2061,Vegfa,Vegfa,0.6601503759398496,0.2229463780885628,7.3557024,Itgav,Itgav,0.26663360608314735,0.04023582552142723,Adipocytes_2,Adipocytes,0.01762466149898987,1.0
940,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Ar,Ar,0.3817204301075269,0.060873952363038934,Immune cells,ASPC,0.017612076602153963,0.0
9461,Gpc3,Gpc3,0.29770992366412213,0.04807269586152649,7.3557024,Igf1r,Igf1r,0.5813953488372093,0.18616322505874164,Mesothelium,Neuronal-like cells,0.017584004735637315,0.0
7297,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Rpsa,Rpsa,0.26717557251908397,0.042149986085204316,Adipocytes_2,Mesothelium,0.017528241822303416,0.165
3653,Lamc1,Lamc1,0.7054263565891473,0.21492206579970757,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,Neuronal-like cells,Adipocytes_2,0.017521057975340985,0.56
1155,Fgf1,Fgf1,0.29770992366412213,0.05648425751389243,7.3557024,Fgfr1,Fgfr1,0.5362903225806451,0.1578444036720799,Mesothelium,ASPC,0.017519057723433897,0.0
3337,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor2,Adipor2,0.38646616541353385,0.061938536130433076,Endothelial cells,Adipocytes_2,0.017386330799985708,0.655
5857,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor2,Adipor2,0.3786531130876747,0.06071707766796192,Adipocytes,Immune cells,0.017360875693598374,0.815
1834,Vegfa,Vegfa,0.646505376344086,0.21923332076906912,7.3557024,Itgav,Itgav,0.26663360608314735,0.04023582552142723,ASPC,Adipocytes,0.017336220517049805,1.0
10152,Nid1,Nid1,0.3346774193548387,0.05549184175820785,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,ASPC,SMCs & Pericytes,0.017321201890956806,0.0
4800,Adipoq,Adipoq,0.5273189326556544,0.15430267814925244,7.3557024,Adipor2,Adipor2,0.36281179138321995,0.05705527504296959,Immune cells,Endothelial cells,0.017302901545928815,0.662
3567,Fgf1,Fgf1,0.29770992366412213,0.05648425751389243,7.3557024,Fgfr1,Fgfr1,0.5112781954887218,0.15585151353952081,Mesothelium,Adipocytes_2,0.017301694974091723,0.0
883,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Lrp1,Lrp1,0.3870967741935484,0.05964830961648839,Immune cells,ASPC,0.017263594875739627,0.0
10435,Lgals1,Lgals1,0.3165413533834586,0.055245241467245035,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.017245555626654006,0.0
2807,Farp2,Farp2,0.3419354838709677,0.05200377555113676,7.3557024,Plxna2,Plxna2,0.5314075543433342,0.1686021240985851,SMCs & Pericytes,Adipocytes,0.017233685947474046,0.984
6592,Col5a3,Col5a3,0.5038759689922481,0.1439328249543985,7.3557024,Itgb1,Itga1_Itgb1,0.4193138500635324,0.06089024686267222,Neuronal-like cells,Immune cells,0.017226264889358002,0.0
8680,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Notch2,Notch2,0.27906976744186046,0.04136195705880439,Adipocytes_2,Neuronal-like cells,0.017206175321910707,0.009
6228,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Lrp1,Lrp1,0.31003811944091486,0.049568437133452256,Immune cells,Immune cells,0.017183824485260693,0.005
4496,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.7193877551020408,0.24342544743863392,Endothelial cells,Endothelial cells,0.017135192497456354,0.0
2422,Vegfa,Vegfa,0.648854961832061,0.2165931377919368,7.3557024,Itgav,Itgav,0.26663360608314735,0.04023582552142723,Mesothelium,Adipocytes,0.017131020441959178,1.0
11221,Nid1,Nid1,0.3580645161290323,0.05486978629492781,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,SMCs & Pericytes,SMCs & Pericytes,0.01713035991102706,0.0
2009,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor2,Adipor2,0.38523844945863295,0.059734048443520066,Adipocytes,Adipocytes,0.017084599581560802,1.0
3390,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Aplp2,Aplp2,0.2774436090225564,0.04926292159594441,Immune cells,Adipocytes_2,0.01707972077707492,0.0
3270,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Rpsa,Rpsa,0.26090225563909775,0.04368081720301781,Endothelial cells,Adipocytes_2,0.017071261362300645,0.014
877,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Rpsa,Rpsa,0.2956989247311828,0.04921845028330693,Immune cells,ASPC,0.017064565442031093,0.046
3443,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Ar,Ar,0.3233082706766917,0.05891414349846162,Immune cells,Adipocytes_2,0.017054734156899815,0.0
6156,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor2,Adipor2,0.3786531130876747,0.06071707766796192,Endothelial cells,Immune cells,0.017049309432557124,0.741
6168,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Notch2,Notch2,0.3138500635324015,0.049139624489158776,Immune cells,Immune cells,0.017037701328525813,0.0
7169,Lamc1,Lamc1,0.5095049177617985,0.15119331041578693,7.3557024,Itga1,Itga1,0.3435114503816794,0.05730101842172443,Adipocytes,Mesothelium,0.017031947727889688,0.991
2646,Sptan1,Sptan1,0.5658914728682171,0.18490735235374295,7.3557024,Ptpra,Ptpra,0.2975865774030912,0.04680580180695923,Neuronal-like cells,Adipocytes,0.01701495387595877,0.572
5021,Gpc3,Gpc3,0.29770992366412213,0.04807269586152649,7.3557024,Flt1,Flt1,0.5578231292517006,0.1796447384601841,Mesothelium,Endothelial cells,0.016978756435621772,0.0
5150,Col5a3,Col5a3,0.5038759689922481,0.1439328249543985,7.3557024,Itgb1,Itga1_Itgb1,0.4155328798185941,0.05956092482924637,Neuronal-like cells,Endothelial cells,0.0168565299534859,0.0
4572,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Rpsa,Rpsa,0.26303854875283444,0.04310879082694402,Endothelial cells,Endothelial cells,0.01685147029128202,0.011
1900,Farp2,Farp2,0.3225806451612903,0.05082211995169721,7.3557024,Plxna2,Plxna2,0.5314075543433342,0.1686021240985851,ASPC,Adipocytes,0.016848691400596198,0.998
240,Sparc,Sparc,0.3548387096774194,0.05426433831694566,7.3557024,Fgfr1,Fgfr1,0.5362903225806451,0.1578444036720799,ASPC,ASPC,0.016842127745860188,0.0
10121,Col6a6,Col6a6,0.32526881720430106,0.05382050236075059,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,ASPC,SMCs & Pericytes,0.016808279393796265,0.0
2237,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor2,Adipor2,0.38523844945863295,0.059734048443520066,Endothelial cells,Adipocytes,0.016777906841129127,0.833
1991,Sptan1,Sptan1,0.5717827919662782,0.1820168213608612,7.3557024,Ptpra,Ptpra,0.2975865774030912,0.04680580180695923,Adipocytes,Adipocytes,0.016753426794126062,1.0
2492,Farp2,Farp2,0.32061068702290074,0.050454269622001155,7.3557024,Plxna2,Plxna2,0.5314075543433342,0.1686021240985851,Mesothelium,Adipocytes,0.01672878071779226,0.893
10838,Lgals1,Lgals1,0.31297709923664124,0.05345655979381858,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Mesothelium,SMCs & Pericytes,0.01669651693629783,0.0
2318,Farp2,Farp2,0.32655654383735705,0.050312708940721346,7.3557024,Plxna2,Plxna2,0.5314075543433342,0.1686021240985851,Immune cells,Adipocytes,0.01668262742183436,1.0
2969,Sparc,Sparc,0.3548387096774194,0.05426433831694566,7.3557024,Fgfr1,Fgfr1,0.5112781954887218,0.15585151353952081,ASPC,Adipocytes_2,0.016633021624868558,0.0
3665,Vegfa,Vegfa,0.5968992248062015,0.20335639263151767,7.3557024,Itgb1,Itgb1,0.262406015037594,0.041488341480495364,Neuronal-like cells,Adipocytes_2,0.016593837183781057,1.0
606,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Notch2,Notch2,0.2647849462365591,0.0424344373836139,Endothelial cells,ASPC,0.01659223556966121,0.0
10529,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.6903225806451613,0.23540591400533098,Endothelial cells,SMCs & Pericytes,0.016580041491555522,0.0
6002,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.7153748411689962,0.23519420199343627,Endothelial cells,Immune cells,0.01656537726245509,0.0
7428,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Rpsa,Rpsa,0.26717557251908397,0.042149986085204316,Endothelial cells,Mesothelium,0.016482845898659625,0.253
3360,Col4a1,Col4a1,0.5832274459974587,0.20128018956405236,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Immune cells,Adipocytes_2,0.016427202526486016,1.0
1687,Sparc,Sparc,0.3419354838709677,0.05282079677390664,7.3557024,Fgfr1,Fgfr1,0.5362903225806451,0.1578444036720799,SMCs & Pericytes,ASPC,0.01640144137851182,0.0
1886,Sptan1,Sptan1,0.5604838709677419,0.17800193444183227,7.3557024,Ptpra,Ptpra,0.2975865774030912,0.04680580180695923,ASPC,Adipocytes,0.01638994019342114,0.932
3679,Col5a2,Col5a2,0.6201550387596899,0.20070541823279697,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Neuronal-like cells,Adipocytes_2,0.016381061786145703,0.0
3217,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.6804511278195489,0.23240075935629828,Endothelial cells,Adipocytes_2,0.016371848541162675,0.0
8860,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.6124031007751938,0.23196676674861044,Endothelial cells,Neuronal-like cells,0.016341774850005396,0.0
4326,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor2,Adipor2,0.36281179138321995,0.05705527504296959,Adipocytes,Endothelial cells,0.01633095281818841,1.0
3130,Lamc1,Lamc1,0.5909774436090226,0.19958627265700188,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,Adipocytes_2,Adipocytes_2,0.01629120806101296,0.916
11136,Lamc1,Lamc1,0.7054263565891473,0.21492206579970757,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,Neuronal-like cells,SMCs & Pericytes,0.01624829259501032,0.0
6610,Adam23,Adam23,0.5193798449612403,0.14811090199121926,7.3557024,Itga4,Itga4,0.3176620076238882,0.05570100126565325,Neuronal-like cells,Immune cells,0.016232025081984035,0.0
7888,Col5a3,Col5a3,0.5038759689922481,0.1439328249543985,7.3557024,Itga1,Itga1_Itgb1,0.3435114503816794,0.05730101842172443,Neuronal-like cells,Mesothelium,0.016227325260850873,0.0
3905,Sparc,Sparc,0.3419354838709677,0.05282079677390664,7.3557024,Fgfr1,Fgfr1,0.5112781954887218,0.15585151353952081,SMCs & Pericytes,Adipocytes_2,0.016197716526771447,0.0
8857,App,App,0.6218820861678005,0.1988029515832529,7.3557024,Notch2,Notch2,0.27906976744186046,0.04136195705880439,Endothelial cells,Neuronal-like cells,0.016179671329159,0.025
11010,Col4a2,Col4a2,0.3178294573643411,0.05157894359830588,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Neuronal-like cells,SMCs & Pericytes,0.016119519287560738,0.0
2597,Vegfa,Vegfa,0.5968992248062015,0.20335639263151767,7.3557024,Itgav,Itgav,0.26663360608314735,0.04023582552142723,Neuronal-like cells,Adipocytes,0.016100942012574036,1.0
11054,Lamb1,Lamb1,0.26356589147286824,0.04005628620747819,7.3557024,Itga1,Itga1,0.646774193548387,0.20379137990562185,Neuronal-like cells,SMCs & Pericytes,0.016063986985716226,0.0
4659,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor2,Adipor2,0.36281179138321995,0.05705527504296959,Endothelial cells,Endothelial cells,0.01603756835971063,0.916
7571,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Lrp1,Lrp1,0.3282442748091603,0.055283794413415355,Immune cells,Mesothelium,0.016020640767058843,0.0
10334,Lamc1,Lamc1,0.5095049177617985,0.15119331041578693,7.3557024,Itga7,Itga7_Itgb1,0.35161290322580646,0.05377643418175232,Adipocytes,SMCs & Pericytes,0.01600107632280981,0.0
10759,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Sort1,Sort1,0.36451612903225805,0.054935492013626845,Immune cells,SMCs & Pericytes,0.015921313535376916,0.0
5052,Ntf3,Ntf3,0.2748091603053435,0.04922937743330655,7.3557024,Ntrk3,Ntrk3,0.5085034013605442,0.1642944730224103,Mesothelium,Endothelial cells,0.0159187243114981,0.0
3414,B2m,B2m,0.5374841168996188,0.16110464062487645,7.3557024,Tfrc,Tfrc,0.27593984962406015,0.05019708757945825,Immune cells,Adipocytes_2,0.015916534005927515,0.947
4247,Lamc1,Lamc1,0.5095049177617985,0.15119331041578693,7.3557024,Itga6,Itga6_Itgb1,0.3242630385487528,0.05345265101815594,Adipocytes,Endothelial cells,0.015906267681434997,0.0
11198,Col6a6,Col6a6,0.32741935483870965,0.050793664591580495,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,SMCs & Pericytes,SMCs & Pericytes,0.015877999581556845,0.0
10427,Col4a2,Col4a2,0.2894736842105263,0.05074715633987652,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.015863691826115644,0.0
11027,Col16a1,Col16a1,0.32558139534883723,0.050672071180224904,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Neuronal-like cells,SMCs & Pericytes,0.015840591819176082,0.0
2311,Sptan1,Sptan1,0.5412960609911055,0.17173915611836776,7.3557024,Ptpra,Ptpra,0.2975865774030912,0.04680580180695923,Immune cells,Adipocytes,0.015822404525602355,0.995
3824,Lamc1,Lamc1,0.6096774193548387,0.19325788281440728,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,SMCs & Pericytes,Adipocytes_2,0.01578280659416913,0.858
2900,Col5a3,Col5a3,0.5591397849462365,0.19321640664290335,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,ASPC,Adipocytes_2,0.01577947280526058,0.0
3063,App,App,0.5607901479461113,0.183471787387108,7.3557024,Rpsa,Rpsa,0.26090225563909775,0.04368081720301781,Adipocytes,Adipocytes_2,0.015775538645419262,0.091
10828,Col4a5,Col4a5,0.3053435114503817,0.05037699761429159,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Mesothelium,SMCs & Pericytes,0.015749801704806755,0.0
11244,Lama2,Lama2,0.25967741935483873,0.03903031514727125,7.3557024,Itga1,Itga1,0.646774193548387,0.20379137990562185,SMCs & Pericytes,SMCs & Pericytes,0.015658979214161158,0.0
2572,Col5a3,Col5a3,0.5038759689922481,0.1439328249543985,7.3557024,Itgb1,Itga1_Itgb1,0.36395569881808415,0.055217356369035034,Neuronal-like cells,Adipocytes,0.015646476612520156,0.0
2799,Sptan1,Sptan1,0.5580645161290323,0.16963087860412007,7.3557024,Ptpra,Ptpra,0.2975865774030912,0.04680580180695923,SMCs & Pericytes,Adipocytes,0.015631204135373264,0.991
4275,App,App,0.5607901479461113,0.183471787387108,7.3557024,Rpsa,Rpsa,0.26303854875283444,0.04310879082694402,Adipocytes,Endothelial cells,0.01557216560499819,0.085
1896,Sema3c,Sema3c,0.26881720430107525,0.046884230544859705,7.3557024,Plxna2,Nrp1_Plxna2,0.5314075543433342,0.1686021240985851,ASPC,Adipocytes,0.015563509450057838,0.0
3475,Col4a1,Col4a1,0.5572519083969466,0.19041337185610863,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.015554116962255199,1.0
3307,B2m,B2m,0.5306122448979592,0.1569739186229817,7.3557024,Tfrc,Tfrc,0.27593984962406015,0.05019708757945825,Endothelial cells,Adipocytes_2,0.015514765744540197,0.948
2218,Farp2,Farp2,0.2942176870748299,0.04671765126838241,7.3557024,Plxna2,Plxna2,0.5314075543433342,0.1686021240985851,Endothelial cells,Adipocytes,0.015509070037313917,1.0
7363,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.6030534351145038,0.21904456711663783,Endothelial cells,Mesothelium,0.015445482543065249,0.0
4793,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Sort1,Sort1,0.3276643990929705,0.053232474212736317,Immune cells,Endothelial cells,0.015435366098813397,0.0
10767,Adipoq,Adipoq,0.5273189326556544,0.15430267814925244,7.3557024,Adipor2,Adipor2,0.3016129032258065,0.05079990100820522,Immune cells,SMCs & Pericytes,0.015435142938567663,0.848
6239,Col4a1,Col4a1,0.5832274459974587,0.20128018956405236,7.3557024,Cd47,Cd47,0.25921219822109276,0.038784918179834524,Immune cells,Immune cells,0.015373244725241339,0.0
10544,Col4a2,Col4a2,0.3089569160997732,0.04911962784517542,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Endothelial cells,SMCs & Pericytes,0.015362738319453124,0.0
7369,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan5,Tspan5,0.6870229007633588,0.2177738574730783,Endothelial cells,Mesothelium,0.015357257068079498,0.0
5188,App,App,0.7364341085271318,0.23345652178986342,7.3557024,Aplp2,Aplp2,0.2522675736961451,0.0333674614657722,Neuronal-like cells,Endothelial cells,0.01534069944845464,0.0
319,App,App,0.5607901479461113,0.183471787387108,7.3557024,Notch2,Notch2,0.2647849462365591,0.0424344373836139,Adipocytes,ASPC,0.015332304162091592,0.0
11069,App,App,0.7364341085271318,0.23345652178986342,7.3557024,Rpsa,Rpsa,0.2532258064516129,0.03319479112361797,Neuronal-like cells,SMCs & Pericytes,0.015262525831095145,0.225
7184,App,App,0.5607901479461113,0.183471787387108,7.3557024,Rpsa,Rpsa,0.26717557251908397,0.042149986085204316,Adipocytes,Mesothelium,0.01523109234399488,0.35
3509,Col3a1,Col3a1,0.5725190839694656,0.18588389193691235,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.015189741754984646,0.0
3388,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Rpsa,Rpsa,0.26090225563909775,0.04368081720301781,Immune cells,Adipocytes_2,0.01517374149444657,0.174
10436,Nid1,Nid1,0.2721804511278195,0.0483340044529291,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Adipocytes_2,SMCs & Pericytes,0.015120740772739647,0.0
10500,Lamc1,Lamc1,0.5909774436090226,0.19958627265700188,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,Adipocytes_2,SMCs & Pericytes,0.015106407830026973,0.0
5420,App,App,0.7322580645161291,0.2297337791340427,7.3557024,Aplp2,Aplp2,0.2522675736961451,0.0333674614657722,SMCs & Pericytes,Endothelial cells,0.01509976749263134,0.0
1432,Sparc,Sparc,0.29457364341085274,0.04850287997051217,7.3557024,Fgfr1,Fgfr1,0.5362903225806451,0.1578444036720799,Neuronal-like cells,ASPC,0.015080900354321749,0.0
11260,App,App,0.7322580645161291,0.2297337791340427,7.3557024,Rpsa,Rpsa,0.2532258064516129,0.03319479112361797,SMCs & Pericytes,SMCs & Pericytes,0.01502280289230733,0.26
4734,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Rpsa,Rpsa,0.26303854875283444,0.04310879082694402,Immune cells,Endothelial cells,0.014978008559911417,0.159
8547,App,App,0.5607901479461113,0.183471787387108,7.3557024,Notch2,Notch2,0.27906976744186046,0.04136195705880439,Adipocytes,Neuronal-like cells,0.014950591711587006,0.055
3234,Lamc1,Lamc1,0.5702947845804989,0.18227725784657697,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,Endothelial cells,Adipocytes_2,0.014899412168834315,0.98
3743,Sparc,Sparc,0.29457364341085274,0.04850287997051217,7.3557024,Fgfr1,Fgfr1,0.5112781954887218,0.15585151353952081,Neuronal-like cells,Adipocytes_2,0.014893329784297516,0.0
801,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Notch2,Notch2,0.2647849462365591,0.0424344373836139,Immune cells,ASPC,0.014747161946851878,0.0
610,Adam10,Adam10,0.2545351473922903,0.035809580226624796,7.3557024,Tspan12,Tspan12,0.5981182795698925,0.208524413951461,Endothelial cells,ASPC,0.014714590709660335,0.0
2326,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Sort1,Sort1,0.3107281593520126,0.050606473841675104,Immune cells,Adipocytes,0.014685109002912868,0.001
7565,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Rpsa,Rpsa,0.26717557251908397,0.042149986085204316,Immune cells,Mesothelium,0.014649755309654504,0.381
11309,Lamc1,Lamc1,0.6096774193548387,0.19325788281440728,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,SMCs & Pericytes,SMCs & Pericytes,0.014634430493039823,0.0
10397,Adipoq,Adipoq,0.5116125299611538,0.14549119779779965,7.3557024,Adipor2,Adipor2,0.3016129032258065,0.05079990100820522,Adipocytes,SMCs & Pericytes,0.014566555855992072,1.0
6429,Col4a1,Col4a1,0.5572519083969466,0.19041337185610863,7.3557024,Cd47,Cd47,0.25921219822109276,0.038784918179834524,Mesothelium,Immune cells,0.014555346761033799,0.0
6278,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Sort1,Sort1,0.30241423125794153,0.049985479896118415,Immune cells,Immune cells,0.014507521755077241,0.001
9670,Lamb1,Lamb1,0.26356589147286824,0.04005628620747819,7.3557024,Itga1,Itga1,0.5658914728682171,0.1827084467509649,Neuronal-like cells,Neuronal-like cells,0.014426085541863611,0.0
6231,Psap,Psap,0.5133418043202033,0.1472536453977194,7.3557024,Lrp1,Lrp1,0.31003811944091486,0.049568437133452256,Immune cells,Immune cells,0.014388223020360452,0.0
9060,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Notch2,Notch2,0.27906976744186046,0.04136195705880439,Immune cells,Neuronal-like cells,0.014379804432084219,0.062
271,Col1a1,Col1a1,0.26344086021505375,0.04381386345874174,7.3557024,Ddr2,Ddr2,0.5416666666666666,0.16643944380101522,ASPC,ASPC,0.01437505413207819,0.0
10655,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor2,Adipor2,0.3016129032258065,0.05079990100820522,Endothelial cells,SMCs & Pericytes,0.014304407730876278,0.957
2902,Col5a2,Col5a2,0.5672043010752689,0.17418834693718266,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,ASPC,Adipocytes_2,0.01424764193165438,0.0
2872,Col6a2,Col6a2,0.5604838709677419,0.1724458980070434,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,ASPC,Adipocytes_2,0.014107129846603332,0.0
7763,Gpc3,Gpc3,0.29770992366412213,0.04807269586152649,7.3557024,Igf1r,Igf1r,0.5190839694656488,0.14873011728685015,Mesothelium,Mesothelium,0.014098116336447907,0.0
9954,Lama2,Lama2,0.25967741935483873,0.03903031514727125,7.3557024,Itga1,Itga1,0.5658914728682171,0.1827084467509649,SMCs & Pericytes,Neuronal-like cells,0.014061782637560354,0.0
4419,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Aplp2,Aplp2,0.2522675736961451,0.0333674614657722,Adipocytes_2,Endothelial cells,0.013926857857869268,0.0
10461,App,App,0.6150375939849624,0.2116366360331559,7.3557024,Rpsa,Rpsa,0.2532258064516129,0.03319479112361797,Adipocytes_2,SMCs & Pericytes,0.0138557875567868,0.394
10151,Lgals1,Lgals1,0.27419354838709675,0.04418379833373806,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,ASPC,SMCs & Pericytes,0.013840365793979393,0.0
11230,Col5a2,Col5a2,0.27580645161290324,0.04411626635887947,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,SMCs & Pericytes,SMCs & Pericytes,0.013819504061128295,0.0
10633,Lamc1,Lamc1,0.5702947845804989,0.18227725784657697,7.3557024,Dag1,Dag1,0.267741935483871,0.03842476587943,Endothelial cells,SMCs & Pericytes,0.013814410728993915,0.0
5171,Lamb1,Lamb1,0.26356589147286824,0.04005628620747819,7.3557024,Itga1,Itga1,0.5657596371882087,0.17466941096819105,Neuronal-like cells,Endothelial cells,0.01380010794583643,0.0
10855,Fbn1,Fbn1,0.2595419847328244,0.04392312179105623,7.3557024,Itgb1,Itgb1,0.5403225806451613,0.15882077207538742,Mesothelium,SMCs & Pericytes,0.013759833669011937,0.0
10123,Col1a1,Col1a1,0.26344086021505375,0.04381386345874174,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,ASPC,SMCs & Pericytes,0.013726076027039258,0.0
11040,Col5a1,Col5a1,0.27906976744186046,0.043568321646806504,7.3557024,Itgb1,Itga1_Itgb1,0.5403225806451613,0.15882077207538742,Neuronal-like cells,SMCs & Pericytes,0.013650202326571865,0.0
5402,Lama2,Lama2,0.25967741935483873,0.03903031514727125,7.3557024,Itga1,Itga1,0.5657596371882087,0.17466941096819105,SMCs & Pericytes,Endothelial cells,0.013451397145532925,0.0
